"url"	"title"	"description"	"image"	"price"	"category"	"subcategory"	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fplopsaland-coo-c.html%3FAFFID%3D10"	"Plopsaland Coo (C) (E-ticket)"	"Een magische bezoekplaats in de Ardennen! Plopsaland Coo is gelegen aan de voet van de beroemde Watervallen van Coo. Het park heeft een 20-tal attracties, volledig geÃ¯ntegreerd in het schitterende van de Ardennen. Laat u verwelkomen op het authentieke Ardense dorpsplein, geniet van een heerlijk partijtje minigolf met de hele familie in de Studio 100-Minigolf en test de verrassende attracties die het park te bieden heeft. Er is ook een Wildpark in Plopsa Coo, maak een rit en maak ze van dichtbij mee! Dit product zal worden verstuurd als E-ticket."	"http://voordeel.voordeelvandaag.net/media/catalog/product/p/l/plop_coo_2.jpg"	"0.00"	"Pretparken"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fplopsaland-indoor-coevorden-kids-vanaf-1m-volwassenen-c.html%3FAFFID%3D10"	"Plopsaland Indoor Coevorden Volwassenen / Kids (vanaf 1m) (C) (E-ticket)"	"Beleef je allereerste kriebeltjes in het gloednieuwe binnenspeelparadijs, Plopsa Indoor Coevorden! Eindelijkâ¦ het is zover! Mega Mindy, Kabouter Plop, Piet Piraat, Bumba, Samson&Gertâ¦ openen de deuren van Plopsa Indoor Coevorden. Dit allereerste Nederlandse Plopsa-park belooft de jongste Studio 100-fans een onvergetelijke dag te bezorgen!"	"http://voordeel.voordeelvandaag.net/media/catalog/product/p/l/plopsa-logo3_coevorden_5.jpg"	"15.50"	"Pretparken"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fplopsaland-indoor-coevorden-kids-tussen-85cm-1m-bezoekers-vanaf-70-jaar-c.html%3FAFFID%3D10"	"Plopsaland Indoor Coevorden Kids (tussen 85cm - 1m) / bezoekers vanaf 70 jaar (C) (E-ticket)"	"Beleef je allereerste kriebeltjes in het gloednieuwe binnenspeelparadijs, Plopsa Indoor Coevorden! Eindelijkâ¦ het is zover! Mega Mindy, Kabouter Plop, Piet Piraat, Bumba, Samson&Gertâ¦ openen de deuren van Plopsa Indoor Coevorden. Dit allereerste Nederlandse Plopsa-park belooft de jongste Studio 100-fans een onvergetelijke dag te bezorgen!"	"http://voordeel.voordeelvandaag.net/media/catalog/product/p/l/plopsa-logo3_coevorden_6.jpg"	"0.00"	"Pretparken"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fplopsaland-indoor-coevorden-c.html%3FAFFID%3D10"	"Plopsaland Indoor Coevorden (C) (E-ticket)"	"Beleef je allereerste kriebeltjes in het gloednieuwe binnenspeelparadijs, Plopsa Indoor Coevorden! Eindelijkâ¦ het is zover! Mega Mindy, Kabouter Plop, Piet Piraat, Bumba, Samson&Gertâ¦ openen de deuren van Plopsa Indoor Coevorden. Dit allereerste Nederlandse Plopsa-park belooft de jongste Studio 100-fans een onvergetelijke dag te bezorgen!"	"http://voordeel.voordeelvandaag.net/media/catalog/product/p/l/plopsa-logo3_coevorden_7.jpg"	"0.00"	"Pretparken"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Frederij-lovers-day-canal-cruise.html%3FAFFID%3D10"	"Rederij Lovers Day Canal Cruise (E-ticket)"	"*Beleef Amsterdam vanaf het water met de Day Canal Cruise*"	"http://voordeel.voordeelvandaag.net/media/catalog/product/d/a/daycanalcruise.jpg"	"9.00"	"Pretparken"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-sauna-amstelland.html%3FAFFID%3D10"	"Dagentree Sauna Amstelland"	"Welkom bij Sauna Amstelland te Uithoorn. Sauna Amstelland is 7 dagen in de week geopend en zij staan volledig voor u klaar. Zij bieden ontspanning; het is aan u om dat in te vullen op uw eigen manier. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/a/m/amstelland_6.jpg"	"15.70"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-aphrodite-s-thermen.html%3FAFFID%3D10"	"Dagentree Aphrodite\'s Thermen"	"Aphrodite`s Thermen, Dronten is een modern en compleet ingericht sauna en beautycenter. Het voldoet aan de eisen van kritische en veeleisende saunabezoekers. HygiÃ«ne, sfeer en comfort hebben steeds onze volle aandacht. Dagentree voor 1 persoon"	"http://voordeel.voordeelvandaag.net/media/catalog/product/a/p/aphrodite_6.jpg"	"16.90"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-sauna-het-friese-woud.html%3FAFFID%3D10"	"Dagentree Sauna het Friese Woud"	"Op enkele autominuten verwijderd van Appelscha en Noordwolde vindt u sauna Het Friese Woud omgeven door het mooie Drents-Friese Wold in het rustige Boijl. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/h/e/het_friese_woud_6.jpg"	"17.35"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-sauna-beauty-de-thermen-nijmegen.html%3FAFFID%3D10"	"Dagentree Sauna & Beauty De Thermen Nijmegen"	"ligt in een rustieke, bosrijke omgeving en heeft een zeer ruim aanbod van bad- en saunafaciliteiten. Naast vijf saunacabines met verschillende temperaturen, zijn er ook kruidenbaden, twee zwembaden, bubbelbaden, stoomcabine, infra-rood cabine, kruidentempel en een rustruimte met audio/video mogelijkheden: kortom een zeer compleet aanbod. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/n/i/nijmegen_6.jpg"	"20.65"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-sauna-beauty-thermen-de-heuvelrug.html%3FAFFID%3D10"	"Dagentree Sauna Beauty Thermen de Heuvelrug"	"Sauna & Beauty thermen âde Heuvelrugâ laat u ervaren wat optimaal genieten is. Ervaar het gevoel van natuurlijke ontspanning, rust en gezelligheid in een wereld van baden, sauna, thermen en natuurlijk innerlijke en uiterlijke verzorging. Met uw partner, familie, vrienden of alleen een paar uurtjes of misschien wel een volledige dag ontspannen uitgaan. Even weg van de dagelijkse beslommeringen en gewoon even aandacht voor uzelf. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/h/e/heuvelrug_1_7.jpg"	"19.80"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-thermen-beauty-de-leeuwerikhoeve.html%3FAFFID%3D10"	"Dagentree Thermen & Beauty de Leeuwerikhoeve"	"In de Friese wouden ligt het best bewaarde geheim van het noorden verscholen. Thermen & Beauty De Leeuwerikhoeve, waar persoonlijke aandacht de hoogste prioriteit heeft, waar onthaasten de gewoonste zaak is en u het gevoel heeft thuis te komen. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/l/e/leeuwerikhoeve_6.jpg"	"17.35"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-sauna-beauty-oase.html%3FAFFID%3D10"	"Dagentree Sauna & Beauty Oase"	"In het prachtige Land van Maas en Waal aan de rand van het landelijk gelegen dorpje Nederasselt, ligt ons gemoedelijk familiebedrijf. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/o/a/oase_6.jpg"	"20.40"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-thermen-sauna-papendrecht.html%3FAFFID%3D10"	"Dagentree Thermen Sauna Papendrecht"	"Welkom bij Thermen Sauna Papendrecht. Op onze site vindt u allerlei relevante informatie over een van de best geoutilleerde sauna\'s van Nederland. Wij bieden u een met veel creativiteit en het meest moderne technisch vernuft ingerichte omgeving, waar u volop van uw saunabad kunt genieten. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/p/a/papendrecht_6.jpg"	"20.65"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-thermen-roosendaal-bv.html%3FAFFID%3D10"	"Dagentree Thermen Roosendaal"	"Thermen Beauty Resort Roosendaal biedt haar gasten altijd een oase van rust in een zee van ruimte. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/r/o/roosendaal_6.jpg"	"19.00"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-sauna-beauty-de-veluwe.html%3FAFFID%3D10"	"Dagentree Sauna & Beauty de Veluwe"	"Ons saunacomplex is strategisch gelegen in het Gelderse Lunteren op een steenworp afstand van de Veluwse bossen en heide. Lunteren ligt op de grens van de Veluwe en de Vallei en is het geografische middelpunt van Nederland. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/s/a/sauna_de_veluwe_6.jpg"	"19.40"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-saunapark-epe.html%3FAFFID%3D10"	"Dagentree Saunapark Epe"	"Op een idyllisch gelegen plekje, in de regio waar drie landen, Nederland, Niedersachsen en Nordrhein-Westfalen elkaar ontmoeten, omringd door het fraaie WestmÃ¼nsterlandse landschap, staat het SAUNAPARK EPE voor u klaar. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/s/a/saunapark_epe_6.jpg"	"15.70"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-sauna-beauty-body-palestra-braamt.html%3FAFFID%3D10"	"Dagentree Sauna, Beauty & Body Palestra"	"Even tijd voor uzelf! Bent u toe aan een verwendagje? In de rust van de Achterhoek vindt u Sauna, Beauty & Body Palestra, met een veelheid aan voorzieningen onder Ã©Ã©n dak. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/s/a/sauna_palestra_6.jpg"	"19.80"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-sauna-state.html%3FAFFID%3D10"	"Dagentree - Sauna State"	"Midden in het mooie Friese landschap ligt net buiten het dorp Gorredijk een grote boerenhofstede van meer dan honderd jaar oud. Opgetrokken van antieke Friese metselsteen en een voorhuis met de originele geglazuurde dakpannen. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/s/a/saunastate_gorredijk_6.jpg"	"16.50"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-sauna-beautycentrum-soesterberg.html%3FAFFID%3D10"	"Dagentree Sauna & Beautycentrum Soesterberg"	"Verrassend vertrouwd U bent bewust bezig met uw lichaam en gezondheid. Daarom probeert u geregeld te ontsnappen aan de drukte van alledag om even tot rust te komen. Sauna Soesterberg is verrassend dichtbij en al 25 jaar een vertrouwd adres op het gebied van sauna en beauty. Na een dagje Sauna Soesterberg kunt u er weer vol gezonde energie tegenaan! Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/s/o/soesterberg_6.jpg"	"20.65"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-sauna-suomi.html%3FAFFID%3D10"	"Dagentree Sauna Suomi"	"Meer dan 35 jaar is Thermen Sauna Suomi een begrip in West-Friesland en Noord-Holland. Onze vast gasten waarderen de persoonlijke benadering en de vriendelijke, informele sfeer. Deze zorgen ervoor dat u zich snel thuis voelt bij ons. Onze langdurige ervaring staat borg voor professionele begeleiding en deskundig toezicht. Onze medewerkers zijn gediplomeerd op diverse terreinen. Wij besteden de grootste zorg aan veiligheid en hygiÃ«ne. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/s/u/suomi_6.jpg"	"19.00"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-thermen-beauty-swaenenburgh.html%3FAFFID%3D10"	"Dagentree Thermen & Beauty Swaenenburgh"	"Het Finste plekje van Zeeland ligt in Vlissingen. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/s/w/swaenenburgh_6.jpg"	"17.35"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-sauna-thermen-5-mei.html%3FAFFID%3D10"	"Dagentree Sauna Thermen 5 mei"	"Tijdloos genieten; dat is ons streven voor u tijdens uw bezoek aan Sauna Thermen 5 mei. Wij nodigen u uit om heerlijk tot rust te komen terwijl u van onze faciliteiten geniet. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/t/h/thermen_5_mei_6.jpg"	"19.40"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fthermen-la-mer-day-spa-dagentree.html%3FAFFID%3D10"	"Thermen La Mer Dagentree"	"Thermen La Mer is een luxueuze Day Spa en ligt aangenaam verscholen in het bos aan de rand van Almere. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/t/h/thermen_la_mer_7.jpg"	"21.45"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-thermen-ridderkerk.html%3FAFFID%3D10"	"Dagentree Thermen Ridderkerk"	"Op steenworp afstand van de internationale havenstad Rotterdam bevindt zich al ruim 30 jaar het toonaangevende Thermen & Beauty Centrum, Thermen Ridderkerk. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/t/h/thermen_ridderkerk_6.jpg"	"18.65"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-thermen-romana.html%3FAFFID%3D10"	"Dagentree Thermen Romana"	"In het Oude Dorp van Amstelveen is Thermen Romana gevestigd. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/t/h/thermen_romana_6.jpg"	"17.75"	"Sauna"	""	
"http://clicks.m4n.nl/_c?aid=16326&adid=680709&_df=true&turl=http%3A%2F%2Fwww.koopjekaartje.nl%2Fdagentree-wellness-beauty-sauna-de-woudfennen.html%3FAFFID%3D10"	"Dagentree Wellness & Beauty Sauna de Woudfennen"	"Sauna & Beauty-thermen âDe Woudfennenâ in het Friese Joure laten u ervaren wat optimaal genieten is. Dagentree voor 1 persoon."	"http://voordeel.voordeelvandaag.net/media/catalog/product/w/o/woudfennen_6.jpg"	"20.20"	"Sauna"	""	
